TF	target	importance	cc	TF_type	target_type	targetN
ATP	Solyc04g014850.3	39.0235165485152	1	energy	gene	151
ATP	Solyc09g005760.3	40.73499404884797	1	energy	gene	151
ATP	Solyc02g079590.3	41.31167759861539	1	energy	gene	151
ATP	Solyc09g092340.4	40.80684443199712	1	energy	gene	151
ATP	Solyc09g011720.3	38.63129016912365	1	energy	gene	151
ATP	Solyc07g055080.3	41.29665066316414	1	energy	gene	151
Acetyl-CoA	Solyc01g108580.3	37.953528379895765	1	energy	gene	151
Acetyl-CoA	Solyc08g006890.3	40.18650295353393	1	energy	gene	151
Acetyl-CoA	Solyc10g080740.2	39.76424965767944	1	energy	gene	151
ATP	Solyc02g078030.3	40.83203805000198	1	energy	gene	151
Acetyl-CoA	Solyc03g098490.1	40.83419466719237	1	energy	gene	151
Acetyl-CoA	Solyc07g044970.1	38.189444554277394	1	energy	gene	151
Acetyl-CoA	Solyc01g090910.3	37.70643930997412	1	energy	gene	151
ATP	Solyc02g081070.4	39.4055396135004	1	energy	gene	151
ATP	Solyc02g068740.3	39.78710523532807	1	energy	gene	151
Acetyl-CoA	Solyc12g009180.2	40.23623746189735	1	energy	gene	151
ATP	Solyc01g088390.3	38.419709076240416	1	energy	gene	151
ATP	Solyc06g076220.3	38.68296339835142	1	energy	gene	151
ATP	Solyc10g085660.3	38.68728259980069	1	energy	gene	151
Acetyl-CoA	Solyc01g088390.3	37.75008718606024	1	energy	gene	151
Acetyl-CoA	Solyc07g014730.3	41.052784666630586	1	energy	gene	151
ATP	Solyc11g007940.2	38.23107439926927	1	energy	gene	151
Acetyl-CoA	Solyc05g007150.4	40.03960339393704	1	energy	gene	151
ATP	Solyc03g083350.3	40.251145281381376	1	energy	gene	151
ATP	Solyc07g053640.1	39.46845386799834	1	energy	gene	151
ATP	Solyc05g054490.3	39.1196662621054	1	energy	gene	151
ATP	Solyc10g086340.1	40.96815607058458	1	energy	gene	151
ATP	Solyc08g076320.3	39.554488339311845	1	energy	gene	151
ATP	Solyc01g090910.3	38.316657291412696	1	energy	gene	151
ATP	Solyc02g093210.3	38.24722417940247	1	energy	gene	151
Acetyl-CoA	Solyc12g056640.2	38.66476767844568	1	energy	gene	151
ATP	Solyc07g063050.1	38.59691978812397	1	energy	gene	151
ATP	Solyc10g086190.3	38.14408081062656	1	energy	gene	151
ATP	Solyc02g080900.3	38.254365902296655	1	energy	gene	151
ATP	Solyc02g069560.3	39.516166661621455	1	energy	gene	151
Acetyl-CoA	Solyc02g068150.4	38.25854609730321	1	energy	gene	151
ATP	Solyc06g075800.1	40.29452278712666	1	energy	gene	151
ATP	Solyc01g068250.2	38.666514010529326	1	energy	gene	151
ATP	Solyc03g119490.4	40.9930518707683	1	energy	gene	151
ATP	Solyc06g072660.4	39.5125081699426	1	energy	gene	151
ATP	Solyc02g071510.3	39.98298081327224	1	energy	gene	151
Acetyl-CoA	Solyc08g083330.2	39.49852614384812	1	energy	gene	151
Acetyl-CoA	Solyc07g056540.3	38.49216884498535	1	energy	gene	151
ATP	Solyc08g077990.3	39.151319908568176	1	energy	gene	151
ATP	Solyc06g063000.3	39.1587867411407	1	energy	gene	151
Acetyl-CoA	Solyc06g062580.3	40.6725156509986	1	energy	gene	151
Acetyl-CoA	Solyc06g071900.3	39.25198571941207	1	energy	gene	151
ATP	Solyc10g007260.3	40.3232916756754	1	energy	gene	151
Acetyl-CoA	Solyc02g070000.4	40.648585655414365	1	energy	gene	151
Acetyl-CoA	Solyc02g068730.3	39.62260292432371	1	energy	gene	151
Acetyl-CoA	Solyc10g054850.2	40.895334882582986	1	energy	gene	151
Acetyl-CoA	Solyc06g065260.3	39.26573675333714	1	energy	gene	151
ATP	Solyc12g015740.2	38.61830781786629	1	energy	gene	151
ATP	Solyc05g026240.3	41.19514273997187	1	energy	gene	151
ATP	Solyc05g012280.3	38.84509098874646	1	energy	gene	151
ATP	Solyc03g113090.3	38.20308495608498	1	energy	gene	151
ATP	Solyc04g011390.1	39.430518068708366	1	energy	gene	151
Acetyl-CoA	Solyc04g082160.4	40.39953468527086	1	energy	gene	151
ATP	Solyc03g123730.4	38.84573349757126	1	energy	gene	151
Acetyl-CoA	Solyc09g008790.4	40.90743774875845	1	energy	gene	151
ATP	Solyc01g097070.4	37.89545233039264	1	energy	gene	151
ATP	Solyc01g006160.3	38.227196280976095	1	energy	gene	151
Acetyl-CoA	Solyc03g005750.3	39.43225685495372	1	energy	gene	151
Acetyl-CoA	Solyc08g061820.3	40.12643310490108	1	energy	gene	151
ATP	Solyc06g043150.4	38.97405872259167	1	energy	gene	151
ATP	Acetyl-CoA	39.85909639298327	1	energy	energy	151
ATP	Solyc03g119210.1	39.45033780887568	1	energy	gene	151
Acetyl-CoA	Solyc04g064920.4	38.38491288560459	1	energy	gene	151
Acetyl-CoA	Solyc01g100540.4	40.938065847607135	1	energy	gene	151
ATP	Solyc08g081280.3	41.10135638507693	1	energy	gene	151
Acetyl-CoA	Solyc07g007410.4	39.100660942812745	1	energy	gene	151
ATP	Solyc01g079260.4	38.67695640084643	1	energy	TF	151
Acetyl-CoA	Solyc11g040050.3	38.43323074429898	1	energy	gene	151
ATP	Solyc08g067150.4	38.10234648859525	1	energy	TF	151
Acetyl-CoA	Solyc05g052880.4	40.09300558212351	1	energy	gene	151
Acetyl-CoA	Solyc10g085660.3	40.35169078803408	1	energy	gene	151
Acetyl-CoA	Solyc02g083320.3	40.46701747085169	1	energy	gene	151
ATP	Solyc05g052880.4	36.92024309459928	1	energy	gene	151
ATP	Solyc12g094460.2	37.69025828371232	1	energy	gene	151
ATP	Solyc08g061820.3	36.54242073779394	1	energy	gene	151
Acetyl-CoA	Solyc01g081060.4	46.10675039212568	1	energy	gene	151
Acetyl-CoA	Solyc12g008840.2	46.13705661030889	1	energy	gene	151
Acetyl-CoA	Solyc12g096210.2	36.51601701628649	1	energy	gene	151
Acetyl-CoA	Solyc07g055720.4	36.46666957454385	1	energy	gene	151
ATP	Solyc02g077710.1	46.35142247374057	1	energy	gene	151
ATP	Solyc08g080240.3	46.35321789388283	1	energy	gene	151
Acetyl-CoA	Solyc10g081620.2	36.45392390756999	1	energy	gene	151
Acetyl-CoA	novel.6233	36.44825309045201	1	energy	gene	151
Acetyl-CoA	Solyc08g079750.3	36.44333293472797	1	energy	gene	151
ATP	Solyc01g096810.3	36.443019208205705	1	energy	TF	151
Acetyl-CoA	Solyc01g091160.4	46.54827810721622	1	energy	gene	151
ATP	Solyc08g007670.1	36.39658803222768	1	energy	gene	151
Acetyl-CoA	Solyc09g074380.4	46.67279028242048	1	energy	gene	151
Acetyl-CoA	Solyc11g005670.2	46.69378995887399	1	energy	gene	151
Acetyl-CoA	Solyc05g005000.4	36.368427849839925	1	energy	gene	151
Acetyl-CoA	Solyc05g054490.3	46.80367164957626	1	energy	gene	151
Acetyl-CoA	Solyc01g081380.4	36.347379249968114	1	energy	gene	151
ATP	ADP	46.9859585022845	1	energy	energy	151
Acetyl-CoA	Solyc01g100160.3	36.31197080013336	1	energy	gene	151
Acetyl-CoA	Solyc03g006360.3	47.32189160601179	1	energy	gene	151
ATP	Solyc03g071620.2	36.24038593558961	1	energy	gene	151
Acetyl-CoA	Solyc12g055760.2	36.23770509803171	1	energy	gene	151
ATP	Solyc11g005880.2	36.198678732395095	1	energy	gene	151
Acetyl-CoA	Solyc03g123750.3	36.18647637330063	1	energy	gene	151
ATP	Solyc08g082200.3	47.90167499610326	1	energy	gene	151
ATP	Solyc09g074300.1	48.00399100349537	1	energy	gene	151
Acetyl-CoA	Solyc05g005280.4	36.14583784819897	1	energy	gene	151
Acetyl-CoA	Solyc12g010590.3	36.14396682323905	1	energy	gene	151
ATP	Solyc07g044970.1	36.54414069578858	1	energy	gene	151
Acetyl-CoA	Solyc10g086190.3	36.55485834423912	1	energy	gene	151
Acetyl-CoA	novel.859	36.5869494345454	1	energy	gene	151
ATP	Solyc10g055260.2	36.588471560273895	1	energy	gene	151
Acetyl-CoA	Solyc11g069180.2	36.89709690613457	1	energy	gene	151
ATP	Solyc04g012120.3	44.39190539926555	1	energy	gene	151
ATP	Solyc10g006260.3	36.8624238024894	1	energy	gene	151
Acetyl-CoA	Solyc07g006500.3	44.5239163003777	1	energy	gene	151
Acetyl-CoA	Solyc10g080610.1	36.85311582068945	1	energy	gene	151
ATP	Solyc11g040120.3	36.838863239402485	1	energy	gene	151
Acetyl-CoA	Solyc05g054810.4	36.83575951043328	1	energy	gene	151
ATP	Solyc07g064500.3	44.80831110468088	1	energy	gene	151
Acetyl-CoA	Solyc09g005760.3	36.79939117044268	1	energy	gene	151
Acetyl-CoA	Solyc04g078740.2	36.79635797308824	1	energy	gene	151
Acetyl-CoA	Solyc03g119080.4	36.77841696401177	1	energy	gene	151
ATP	Solyc12g010860.2	36.7783650794316	1	energy	gene	151
Acetyl-CoA	Solyc07g063180.3	45.09069040384389	1	energy	gene	151
Acetyl-CoA	Solyc05g054930.3	36.75766465182088	1	energy	gene	151
ATP	Solyc05g008540.3	48.57649161673888	1	energy	gene	151
Acetyl-CoA	Solyc01g109600.4	45.156474439471545	1	energy	gene	151
ATP	Solyc09g082710.3	45.17031786566135	1	energy	gene	151
ATP	Solyc12g044450.2	36.75010002529777	1	energy	gene	151
Acetyl-CoA	Solyc08g076460.3	45.236776106270376	1	energy	gene	151
ATP	Solyc04g056410.3	45.24176342116758	1	energy	TR	151
Acetyl-CoA	Solyc10g038130.3	36.73503007744625	1	energy	gene	151
ATP	Solyc05g009560.4	45.32708627121474	1	energy	gene	151
ATP	Solyc05g009230.3	36.7333865427159	1	energy	TF	151
Acetyl-CoA	Solyc10g006250.3	36.71388283643153	1	energy	gene	151
ATP	Solyc02g070540.3	36.69582850469693	1	energy	gene	151
ATP	Solyc07g042680.3	45.58167658665572	1	energy	gene	151
ATP	Solyc11g019910.1	45.58430621150065	1	energy	gene	151
ATP	Solyc11g005090.2	36.65060009685122	1	energy	gene	151
Acetyl-CoA	Solyc07g008060.1	36.61264272383413	1	energy	gene	151
Acetyl-CoA	Solyc02g068590.3	36.59274628345558	1	energy	gene	151
ATP	Solyc01g099890.3	45.15651732765085	1	energy	gene	151
Acetyl-CoA	Solyc01g095790.4	48.74456918389008	1	energy	gene	151
Acetyl-CoA	Solyc04g074040.3	48.973390329353386	1	energy	gene	151
ATP	Solyc01g100280.4	36.03592761265337	1	energy	gene	151
Acetyl-CoA	Solyc01g066520.3	35.64897382196898	1	energy	gene	151
ATP	Solyc01g105010.3	53.12844265582491	1	energy	gene	151
ATP	Solyc05g007060.4	35.59608308074058	1	energy	gene	151
ATP	Solyc02g082670.3	53.49353221097634	1	energy	TF	151
Acetyl-CoA	Solyc09g065387.1	35.53818522576673	1	energy	gene	151
Acetyl-CoA	Solyc07g063520.3	54.42483140938448	1	energy	gene	151
ATP	Solyc05g009330.3	35.51433932677386	1	energy	gene	151
ATP	Solyc04g082430.3	35.5016507257863	1	energy	gene	151
ATP	Solyc01g079610.3	35.483070574519765	1	energy	gene	151
ATP	Solyc11g008080.3	35.46198996383212	1	energy	gene	151
ATP	Solyc02g062950.3	35.45022799261553	1	energy	TF	151
Acetyl-CoA	Solyc08g066730.3	35.417360924280985	1	energy	gene	151
Acetyl-CoA	Solyc05g054070.4	35.414816593383414	1	energy	gene	151
Acetyl-CoA	ATP	56.73498869575861	1	energy	energy	151
Acetyl-CoA	Solyc04g076680.2	35.662910601530484	1	energy	TF	151
Acetyl-CoA	Solyc10g074820.1	35.3664630600784	1	energy	gene	151
Acetyl-CoA	Sedoheptulose-7-phosphate	35.31952787308688	1	energy	energy	151
Acetyl-CoA	Solyc11g010630.4	35.305880520671465	1	energy	gene	151
Acetyl-CoA	Solyc10g081000.1	35.290984865678254	1	energy	gene	151
Acetyl-CoA	Solyc06g009000.1	35.26456879831372	1	energy	gene	151
Acetyl-CoA	Solyc03g044190.3	60.17685354719026	1	energy	gene	151
ATP	Solyc03g115660.3	35.22033920912203	1	energy	gene	151
ATP	Solyc11g005700.1	35.15375731764915	1	energy	gene	151
ATP	Solyc01g111550.3	35.14836117433568	1	energy	gene	151
ATP	Solyc01g066610.4	35.0963040585071	1	energy	gene	151
ATP	Solyc02g081210.3	35.05612631815658	1	energy	gene	151
Acetyl-CoA	Solyc07g045440.1	35.0504869014918	1	energy	gene	151
ATP	Solyc10g081620.2	35.04878138408986	1	energy	gene	151
Acetyl-CoA	Solyc02g080670.3	35.0487292988102	1	energy	gene	151
ATP	Solyc04g012060.3	35.04290879055932	1	energy	gene	151
Acetyl-CoA	novel.3487	35.356857345403306	1	energy	gene	151
ATP	Solyc07g025380.3	36.9038733483532	1	energy	gene	151
Acetyl-CoA	Solyc04g026100.1	35.67181917162193	1	energy	gene	151
Acetyl-CoA	Solyc10g081440.2	35.69096914692012	1	energy	gene	151
Acetyl-CoA	Solyc02g064800.3	36.03563289011821	1	energy	gene	151
Acetyl-CoA	Solyc02g092940.3	36.002404089247584	1	energy	gene	151
ATP	Solyc01g102940.3	49.2257650436424	1	energy	gene	151
Acetyl-CoA	Solyc01g006500.4	35.99690788763044	1	energy	gene	151
Acetyl-CoA	Solyc03g117330.4	49.24899870147174	1	energy	gene	151
ATP	Solyc04g045530.4	49.34396920152735	1	energy	gene	151
ATP	Solyc01g057310.4	35.96348674927731	1	energy	gene	151
ATP	Solyc03g033950.4	35.958619925775466	1	energy	gene	151
ATP	Solyc08g006460.3	35.95432815224444	1	energy	gene	151
Acetyl-CoA	Solyc08g079060.4	35.94192412227059	1	energy	gene	151
Acetyl-CoA	Solyc04g054810.3	49.63927860407202	1	energy	gene	151
ATP	Solyc02g086360.3	35.919387032994045	1	energy	gene	151
ATP	Solyc07g006920.3	35.917521464816936	1	energy	gene	151
Acetyl-CoA	Solyc09g064860.3	50.090498944911786	1	energy	gene	151
ATP	Solyc03g118480.4	35.67851895431709	1	energy	gene	151
Acetyl-CoA	Solyc08g082620.3	50.11542528674575	1	energy	gene	151
Acetyl-CoA	Solyc05g025985.1	35.83951905334536	1	energy	gene	151
Acetyl-CoA	Solyc01g096220.3	35.83430842310108	1	energy	gene	151
Acetyl-CoA	Solyc02g071510.3	50.56238524036103	1	energy	gene	151
Acetyl-CoA	Solyc04g008850.1	50.62863884062411	1	energy	gene	151
Acetyl-CoA	Solyc04g045530.4	35.82109182109643	1	energy	gene	151
Acetyl-CoA	Solyc05g013460.4	35.81699770547725	1	energy	gene	151
ATP	Solyc10g012400.3	50.81177690316545	1	energy	gene	151
ATP	Solyc04g012040.3	50.90260249635533	1	energy	gene	151
ATP	Solyc11g007020.2	51.109734225893774	1	energy	gene	151
ATP	Solyc06g084260.3	35.78854072938988	1	energy	gene	151
Acetyl-CoA	Solyc06g069080.3	35.78758644542321	1	energy	gene	151
ATP	Solyc11g072710.3	51.29657552992723	1	energy	gene	151
Acetyl-CoA	Solyc06g066420.4	51.66407920857183	1	energy	gene	151
Acetyl-CoA	Solyc05g008400.4	51.97404030732746	1	energy	gene	151
Acetyl-CoA	Solyc08g066360.3	35.857472581117136	1	energy	gene	151
ATP	novel.4326	36.919685172979904	1	energy	gene	151
Acetyl-CoA	Solyc12g044910.2	46.93812892370949	1	energy	gene	151
ATP	Solyc01g080600.4	37.36618174114233	1	energy	gene	151
ATP	Solyc09g025270.3	37.47424341312057	1	energy	gene	151
Acetyl-CoA	Solyc08g006330.3	37.47498745299482	1	energy	gene	151
Acetyl-CoA	Solyc11g072270.3	37.48455932173292	1	energy	gene	151
Acetyl-CoA	Solyc03g123500.4	41.91159523216516	1	energy	TF	151
Acetyl-CoA	Solyc02g064700.3	37.14089965652885	1	energy	gene	151
ATP	Solyc04g008290.4	37.51568059321757	1	energy	gene	151
ATP	Solyc04g080940.4	43.290110756684	1	energy	gene	151
ATP	Solyc07g049450.3	41.82187931372113	1	energy	gene	151
ATP	Solyc04g051350.3	43.295199035888245	1	energy	gene	151
Acetyl-CoA	Solyc04g081350.3	41.72392634108973	1	energy	TF	151
Acetyl-CoA	Solyc10g007600.3	43.31936323611148	1	energy	gene	151
Acetyl-CoA	Solyc11g071200.3	43.409883834603846	1	energy	gene	151
Acetyl-CoA	Solyc12g007060.1	37.08642957415838	1	energy	gene	151
Acetyl-CoA	Solyc10g078370.2	43.42221861086814	1	energy	gene	151
ATP	Solyc07g062260.3	43.43540476731706	1	energy	TF	151
Acetyl-CoA	Solyc12g049530.2	43.438507551059566	1	energy	gene	151
Acetyl-CoA	Solyc07g052240.3	41.71783672752816	1	energy	gene	151
ATP	Solyc03g083030.3	43.4657814638894	1	energy	gene	151
Acetyl-CoA	Solyc12g010740.3	43.49947935902825	1	energy	gene	151
ATP	Solyc02g093050.3	41.59514205751258	1	energy	TF	151
ATP	Solyc05g010810.1	43.59021775802628	1	energy	gene	151
Acetyl-CoA	Solyc10g006770.4	37.21029639167583	1	energy	gene	151
Acetyl-CoA	Solyc12g017460.1	37.05785841963479	1	energy	gene	151
ATP	Solyc08g066500.4	42.99294638149178	1	energy	TF	151
ATP	Solyc03g111550.4	41.97885666370477	1	energy	gene	151
ATP	Solyc01g098980.4	42.60567271322368	1	energy	gene	151
Acetyl-CoA	Solyc02g081810.4	42.75906559105478	1	energy	gene	151
Acetyl-CoA	Solyc07g043230.3	37.35524328833972	1	energy	gene	151
ATP	Solyc07g054400.3	37.35554600222195	1	energy	gene	151
Acetyl-CoA	Solyc04g024430.3	42.54992127961937	1	energy	gene	151
ATP	Solyc11g073250.2	42.54293415857705	1	energy	gene	151
Acetyl-CoA	Solyc05g052610.3	42.50290884836821	1	energy	TF	151
Acetyl-CoA	Solyc07g006650.4	42.415283409753954	1	energy	gene	151
ATP	Solyc05g053930.4	42.76895662386601	1	energy	gene	151
ATP	Solyc03g083900.4	42.79483580774627	1	energy	gene	151
ATP	Solyc06g060260.3	42.8246952384532	1	energy	gene	151
ATP	Solyc01g090480.4	37.40119121194185	1	energy	gene	151
ATP	Solyc05g055980.4	42.3074994797188	1	energy	gene	151
Acetyl-CoA	Solyc12g014540.2	42.84091882020844	1	energy	TR	151
ATP	Solyc09g090750.3	37.41165340468288	1	energy	gene	151
ATP	Solyc03g114690.4	42.20194067570019	1	energy	gene	151
ATP	Solyc05g005580.3	37.42838938276022	1	energy	gene	151
Acetyl-CoA	Solyc12g011440.2	42.07506937155346	1	energy	gene	151
ATP	Solyc09g075120.3	42.04696437079711	1	energy	gene	151
ATP	Solyc12g056250.2	41.98416271544801	1	energy	gene	151
Acetyl-CoA	Solyc03g007810.3	37.22499575557987	1	energy	gene	151
ATP	Solyc11g072450.2	41.972715925515175	1	energy	gene	151
Acetyl-CoA	Solyc12g100060.1	43.741135142090656	1	energy	gene	151
ATP	Solyc03g121070.3	41.73036595406224	1	energy	gene	151
ATP	Solyc02g081430.3	43.98420221232345	1	energy	gene	151
Acetyl-CoA	Solyc10g080660.3	41.40784357361915	1	energy	gene	151
Acetyl-CoA	Solyc02g091370.2	37.00814892335199	1	energy	gene	151
Acetyl-CoA	Solyc01g091190.3	36.94429446858568	1	energy	gene	151
ATP	Solyc04g007890.3	37.65487105674691	1	energy	gene	151
Acetyl-CoA	Solyc01g098380.4	41.45138546701215	1	energy	gene	151
Acetyl-CoA	Solyc06g082650.4	44.17641384695789	1	energy	gene	151
ATP	Solyc05g008400.4	37.681679040607214	1	energy	gene	151
ATP	Solyc09g091650.3	44.135211502049614	1	energy	gene	151
Acetyl-CoA	Solyc01g094330.3	44.15244802052152	1	energy	gene	151
Acetyl-CoA	Solyc05g046290.3	41.481511598548906	1	energy	gene	151
Acetyl-CoA	Solyc08g076320.3	37.015747260570215	1	energy	gene	151
Acetyl-CoA	Solyc12g036860.3	44.17950039625586	1	energy	gene	151
ATP	Solyc04g014490.1	36.94373908660828	1	energy	gene	151
ATP	Solyc05g051510.4	36.9500686223017	1	energy	gene	151
ATP	Solyc02g082180.3	37.68812949078004	1	energy	gene	151
Uracil	Solyc07g065980.3	51.074242892800335	1	energy	gene	160
Uracil	Solyc01g067460.3	42.19106560657748	1	energy	gene	160
Uracil	Solyc10g086390.2	50.69877243572953	1	energy	gene	160
Uracil	Solyc03g044790.3	66.22330599591005	1	energy	gene	160
Uracil	Solyc09g010650.1	66.13524850214732	1	energy	gene	160
Uracil	Solyc02g088560.4	67.27721404767925	1	energy	gene	160
Uracil	Solyc01g108170.3	58.11060700155578	1	energy	gene	160
Uracil	Solyc03g122310.4	51.39496008884885	1	energy	gene	160
Uracil	Solyc03g007050.3	42.036068805022346	1	energy	gene	160
Uracil	Solyc06g082770.3	37.465895264154085	1	energy	TF	160
Uracil	Solyc11g008260.2	50.59182468930892	1	energy	gene	160
Uracil	novel.1921	51.7260990002165	1	energy	gene	160
Uracil	Solyc03g123560.3	35.71614619245364	1	energy	gene	160
Uracil	Solyc06g008620.1	65.55751725794234	1	energy	gene	160
Uracil	Solyc03g080020.4	65.13628054036955	1	energy	gene	160
Uracil	Solyc12g094610.3	37.6505471464439	1	energy	gene	160
Uracil	Solyc09g007810.4	51.229045666032285	1	energy	TF	160
Uracil	Solyc09g090400.4	37.42584734060586	1	energy	gene	160
Uracil	Solyc11g072630.2	38.4743526071919	1	energy	gene	160
Uracil	Solyc03g098100.4	50.44372264318412	1	energy	gene	160
Uracil	Solyc09g074280.1	37.30191519130238	1	energy	gene	160
Uracil	Solyc08g079230.1	73.91588510130259	1	energy	gene	160
Uracil	Solyc02g081680.4	35.03246221920448	1	energy	gene	160
Uracil	Solyc09g097780.2	38.74899259890787	1	energy	gene	160
Uracil	Solyc01g105370.4	49.2900290393657	1	energy	gene	160
Uracil	Solyc02g076730.3	36.932569595547164	1	energy	gene	160
Uracil	Solyc05g052870.4	41.39769527408416	1	energy	gene	160
Uracil	Solyc02g076750.3	41.01187229967815	1	energy	gene	160
Uracil	Solyc02g062300.3	37.38020797899751	1	energy	gene	160
Uracil	Solyc07g062670.1	42.321168500605765	1	energy	gene	160
Uracil	Solyc02g070020.1	69.50062908193424	1	energy	gene	160
Uracil	Solyc09g010000.4	49.89708071017989	1	energy	gene	160
Uracil	Solyc10g085500.2	68.77327775867559	1	energy	gene	160
Uracil	Solyc09g007520.3	35.882521156713835	1	energy	gene	160
Uracil	Solyc05g056400.3	42.26862360190204	1	energy	gene	160
Uracil	Solyc09g010230.2	50.13930122541525	1	energy	TF	160
Uracil	Solyc10g055770.2	35.05634612954187	1	energy	gene	160
Uracil	Solyc04g080010.4	50.40389816070681	1	energy	gene	160
Uracil	Solyc04g079520.3	35.85379667343949	1	energy	gene	160
Uracil	Solyc02g067850.2	50.4616293456344	1	energy	gene	160
Uracil	Solyc05g012510.3	39.37929465568218	1	energy	gene	160
Uracil	Solyc04g074050.4	39.36559677762581	1	energy	gene	160
Uracil	Solyc06g068540.3	52.323572026666994	1	energy	gene	160
Uracil	Solyc01g066740.3	38.95188594600617	1	energy	gene	160
Uracil	Solyc08g078520.4	35.23791924772667	1	energy	gene	160
Uracil	Suc	55.87190498292384	1	energy	sugar	160
Uracil	Solyc04g079690.3	35.433965356467205	1	energy	gene	160
Uracil	Solyc12g042570.2	37.63921920268311	1	energy	gene	160
Uracil	Solyc01g080010.2	60.11816652547695	1	energy	gene	160
Uracil	Solyc12g088140.2	35.423472955677084	1	energy	gene	160
Uracil	Solyc10g086700.3	35.41775709020004	1	energy	gene	160
Uracil	Solyc07g054460.4	38.96694535181657	1	energy	gene	160
Uracil	Solyc09g092420.2	59.226815376315656	1	energy	gene	160
Uracil	Solyc06g035710.1	60.40832873675031	1	energy	gene	160
Uracil	Solyc09g090990.2	41.68101843886909	1	energy	gene	160
Uracil	Solyc05g006420.3	37.6043776067591	1	energy	TR	160
Uracil	Solyc04g077510.4	56.4387058754898	1	energy	TF	160
Uracil	Solyc03g095980.3	56.82477154000989	1	energy	TF	160
Uracil	Solyc10g007830.1	56.83435771980458	1	energy	gene	160
Uracil	Solyc10g018780.3	35.37007909527923	1	energy	TF	160
Uracil	Solyc08g066490.3	35.26645173869887	1	energy	gene	160
Uracil	Solyc09g065180.3	35.35102962201936	1	energy	gene	160
Uracil	Solyc03g080100.4	41.28714799248302	1	energy	gene	160
Uracil	Solyc06g069720.4	57.68988792742413	1	energy	gene	160
Uracil	Solyc09g092720.3	39.00624772252535	1	energy	gene	160
Uracil	Solyc07g047790.3	56.2625626567086	1	energy	gene	160
Uracil	Solyc04g009900.4	38.93493060450602	1	energy	gene	160
Uracil	Solyc03g043895.1	55.23529225802342	1	energy	TF	160
Uracil	Solyc04g009710.2	39.69381350093337	1	energy	gene	160
Uracil	Solyc09g082340.2	41.59191041297912	1	energy	gene	160
Uracil	Solyc09g090180.1	35.65795347082738	1	energy	gene	160
Uracil	Solyc08g083130.4	35.64819182926085	1	energy	TF	160
Uracil	Solyc12g098900.2	52.65986431595842	1	energy	gene	160
Uracil	Solyc02g089720.3	52.8436134427788	1	energy	gene	160
Uracil	Solyc07g063410.3	52.86911945690587	1	energy	TF	160
Uracil	Solyc02g089890.4	53.03167980762758	1	energy	gene	160
Uracil	Solyc02g078860.3	62.93819380722051	1	energy	gene	160
Uracil	Solyc06g073740.3	62.92201091896848	1	energy	gene	160
Uracil	Solyc06g072530.3	53.43442829085868	1	energy	gene	160
Uracil	Solyc08g078870.3	53.84416072468555	1	energy	gene	160
Uracil	Solyc06g084320.1	62.77819414985329	1	energy	gene	160
Uracil	Solyc09g082810.3	54.36444856943482	1	energy	gene	160
Uracil	Solyc05g041200.4	35.18625787509979	1	energy	gene	160
Uracil	Solyc03g065250.4	38.5773917197239	1	energy	gene	160
Uracil	Solyc06g050130.3	61.004300530848674	1	energy	gene	160
Uracil	Solyc04g064760.3	41.902677965749	1	energy	gene	160
Uracil	Solyc11g012640.1	41.88208536180037	1	energy	gene	160
Uracil	Solyc11g007945.1	41.50054355589106	1	energy	gene	160
Uracil	Solyc02g091080.2	54.57982177982427	1	energy	gene	160
Uracil	Solyc02g091050.3	35.4968005707827	1	energy	gene	160
Uracil	Solyc03g098750.3	38.93314761993784	1	energy	gene	160
Uracil	Solyc10g054860.2	35.47123752646872	1	energy	gene	160
Uracil	Solyc09g064940.2	37.47403169263573	1	energy	gene	160
Uracil	Solyc02g094300.4	42.64693903021577	1	energy	gene	160
Uracil	Solyc02g064940.1	38.75833336792885	1	energy	gene	160
Uracil	Solyc03g112440.1	36.051156696837154	1	energy	gene	160
Uracil	Solyc02g088910.3	45.81332850986521	1	energy	gene	160
Uracil	Solyc09g008550.4	38.17041345484537	1	energy	gene	160
Uracil	novel.542	45.91602612390654	1	energy	gene	160
Uracil	Solyc11g017010.2	40.77574103632489	1	energy	gene	160
Uracil	Solyc06g051460.4	46.14233482561721	1	energy	gene	160
Uracil	Solyc03g005960.3	36.47994922884667	1	energy	gene	160
Uracil	Solyc03g007340.4	46.31378428634774	1	energy	gene	160
Uracil	Solyc07g007980.3	40.79597876763256	1	energy	gene	160
Uracil	Solyc09g082110.4	43.2932983864387	1	energy	gene	160
Uracil	Solyc09g011770.3	37.12515659705363	1	energy	gene	160
Uracil	Solyc01g005220.3	46.4131123896246	1	energy	gene	160
Uracil	Solyc11g008140.3	37.15130673653461	1	energy	gene	160
Uracil	Solyc04g008430.1	40.84993822109692	1	energy	gene	160
Uracil	Solyc03g005700.1	43.02752822655926	1	energy	gene	160
Uracil	Solyc04g007750.4	41.37061570916932	1	energy	gene	160
Uracil	Solyc04g071900.4	46.93989625153881	1	energy	gene	160
Uracil	Solyc04g054220.3	46.95524123509539	1	energy	gene	160
Uracil	novel.1403	42.97746322946477	1	energy	gene	160
Uracil	Solyc03g119770.4	47.14965919759622	1	energy	TF	160
Uracil	Solyc10g007660.3	43.5264625913791	1	energy	gene	160
Uracil	Solyc02g077920.4	39.90427760415626	1	energy	TF	160
