"","group","Description","pvalue","ratio"
"GO:19010714","C16","glucosamine-containing compound metabolic process",0.22135254077474,"1/107"
"GO:19010724","C16","glucosamine-containing compound catabolic process",0.22135254077474,"1/107"
"GO:00033334","C16","amino acid transmembrane transport",0.238885217150393,"1/107"
"GO:00060404","C16","amino sugar metabolic process",0.238885217150393,"1/107"
"GO:0006289","C16","nucleotide-excision repair",0.238885217150393,"1/107"
"GO:00091121","C16","nucleobase metabolic process",0.238885217150393,"1/107"
"GO:00447862","C16","cell cycle DNA replication",0.238885217150393,"1/107"
"GO:00483664","C16","leaf development",0.238885217150393,"1/107"
"GO:000597611","C16","polysaccharide metabolic process",0.251138633407316,"5/107"
"GO:00068654","C16","amino acid transport",0.256026720363381,"1/107"
"GO:00432695","C16","regulation of ion transport",0.256026720363381,"1/107"
"GO:19053923","C16","plant organ morphogenesis",0.256026720363381,"1/107"
"GO:007155411","C16","cell wall organization or biogenesis",0.265570007886943,"6/107"
"GO:0007034","C16","vacuolar transport",0.272785697399406,"1/107"
"GO:00098356","C16","fruit ripening",0.272785697399406,"1/107"
"GO:19016982","C16","response to nitrogen compound",0.272785697399406,"1/107"
"GO:00161082","C16","tetraterpenoid metabolic process",0.289170605880826,"1/107"
"GO:00161162","C16","carotenoid metabolic process",0.289170605880826,"1/107"
"GO:00302454","C16","cellulose catabolic process",0.289170605880826,"1/107"
"GO:00512754","C16","beta-glucan catabolic process",0.289170605880826,"1/107"
"GO:001972512","C16","cellular homeostasis",0.2984919537793,"4/107"
"GO:00092514","C16","glucan catabolic process",0.305189718174582,"1/107"
"GO:00159944","C16","chlorophyll metabolic process",0.305189718174582,"1/107"
"GO:00442474","C16","cellular polysaccharide catabolic process",0.305189718174582,"1/107"
"GO:19038255","C16","organic acid transmembrane transport",0.305189718174582,"1/107"
"GO:19050395","C16","carboxylic acid transmembrane transport",0.305189718174582,"1/107"
"GO:004522910","C16","external encapsulating structure organization",0.312301084138666,"5/107"
"GO:007155510","C16","cell wall organization",0.312301084138666,"5/107"
"GO:00091634","C16","nucleoside biosynthetic process",0.320851125411852,"1/107"
"GO:00424554","C16","ribonucleoside biosynthetic process",0.320851125411852,"1/107"
"GO:00466773","C16","response to antibiotic",0.320851125411852,"1/107"
"GO:000000314","C16","reproduction",0.334397864088835,"4/107"
"GO:002241414","C16","reproductive process",0.334397864088835,"4/107"
"GO:00488789","C16","chemical homeostasis",0.335103514183321,"2/107"
"GO:00062818","C16","DNA repair",0.335487825082489,"3/107"
"GO:00075688","C16","aging",0.336162741421319,"1/107"
"GO:00217006","C16","developmental maturation",0.336162741421319,"1/107"
"GO:00302444","C16","cellulose biosynthetic process",0.336162741421319,"1/107"
"GO:00442754","C16","cellular carbohydrate catabolic process",0.336162741421319,"1/107"
"GO:00510495","C16","regulation of transport",0.336162741421319,"1/107"
"GO:00716956","C16","anatomical structure maturation",0.336162741421319,"1/107"
"GO:19016594","C16","glycosyl compound biosynthetic process",0.336162741421319,"1/107"
"GO:00069748","C16","cellular response to DNA damage stimulus",0.347896673349111,"3/107"
"GO:00072641","C16","small GTPase mediated signal transduction",0.351132306577888,"1/107"
"GO:00512744","C16","beta-glucan biosynthetic process",0.351132306577888,"1/107"
"GO:00062212","C16","pyrimidine nucleotide biosynthetic process",0.365767391568648,"1/107"
"GO:00140703","C16","response to organic cyclic compound",0.365767391568648,"1/107"
"GO:00986566","C16","anion transmembrane transport",0.365767391568648,"1/107"
"GO:004274310","C16","hydrogen peroxide metabolic process",0.37605289430984,"2/107"
"GO:004274410","C16","hydrogen peroxide catabolic process",0.37605289430984,"2/107"
"GO:00065956","C16","polyamine metabolic process",0.380075401077852,"1/107"
"GO:00065966","C16","polyamine biosynthetic process",0.380075401077852,"1/107"
"GO:00097653","C16","photosynthesis, light harvesting",0.380075401077852,"1/107"
"GO:00513014","C16","cell division",0.380075401077852,"1/107"
"GO:004408510","C16","cellular component biogenesis",0.393224507282008,"7/107"
"GO:00091194","C16","ribonucleoside metabolic process",0.394063577392628,"1/107"
"GO:00424933","C16","response to drug",0.394063577392628,"1/107"
"GO:001700110","C16","antibiotic catabolic process",0.400140002774149,"2/107"
"GO:00062203","C16","pyrimidine nucleotide metabolic process",0.40773900393112,"1/107"
"GO:00064012","C16","RNA catabolic process",0.40773900393112,"1/107"
"GO:00328795","C16","regulation of localization",0.40773900393112,"1/107"
"GO:005170410","C16","multi-organism process",0.409426068341444,"3/107"
"GO:00067671","C16","water-soluble vitamin metabolic process",0.4211086086947,"1/107"
"GO:00423641","C16","water-soluble vitamin biosynthetic process",0.4211086086947,"1/107"
"GO:19011367","C16","carbohydrate derivative catabolic process",0.4211086086947,"1/107"
"GO:00093096","C16","amine biosynthetic process",0.434179167645885,"1/107"
"GO:00096176","C16","response to bacterium",0.434179167645885,"1/107"
"GO:00424016","C16","cellular biogenic amine biosynthetic process",0.434179167645885,"1/107"
"GO:00427426","C16","defense response to bacterium",0.434179167645885,"1/107"
"GO:00971645","C16","ammonium ion metabolic process",0.434179167645885,"1/107"
"GO:004259213","C16","homeostatic process",0.437157392091358,"4/107"
"GO:005118710","C16","cofactor catabolic process",0.439298948646141,"2/107"
"GO:007259310","C16","reactive oxygen species metabolic process",0.439298948646141,"2/107"
"GO:00067662","C16","vitamin metabolic process",0.446957308013528,"1/107"
"GO:00091102","C16","vitamin biosynthetic process",0.446957308013528,"1/107"
"GO:00158496","C16","organic acid transport",0.446957308013528,"1/107"
"GO:00469426","C16","carboxylic acid transport",0.446957308013528,"1/107"
"GO:00725283","C16","pyrimidine-containing compound biosynthetic process",0.446957308013528,"1/107"
"GO:00063104","C16","DNA recombination",0.459449511526839,"1/107"
"GO:00488274","C16","phyllome development",0.459449511526839,"1/107"
"GO:000905614","C16","catabolic process",0.469981818054517,"11/107"
"GO:00094084","C16","response to heat",0.471662117579759,"1/107"
"GO:00342208","C16","ion transmembrane transport",0.477049997937014,"2/107"
"GO:00063521","C16","DNA-templated transcription, initiation",0.483601326327164,"1/107"
"GO:00065766","C16","cellular biogenic amine metabolic process",0.483601326327164,"1/107"
"GO:00067786","C16","porphyrin-containing compound metabolic process",0.483601326327164,"1/107"
"GO:00441066","C16","cellular amine metabolic process",0.483601326327164,"1/107"
"GO:000607310","C16","cellular glucan metabolic process",0.484417086878841,"2/107"
"GO:004404210","C16","glucan metabolic process",0.484417086878841,"2/107"
"GO:001714414","C16","drug metabolic process",0.486545034088545,"7/107"
"GO:00086438","C16","carbohydrate transport",0.495273201714362,"1/107"
"GO:00092504","C16","glucan biosynthetic process",0.495273201714362,"1/107"
"GO:00458927","C16","negative regulation of transcription, DNA-templated",0.495273201714362,"1/107"
"GO:19026797","C16","negative regulation of RNA biosynthetic process",0.495273201714362,"1/107"
"GO:19035077","C16","negative regulation of nucleic acid-templated transcription",0.495273201714362,"1/107"
"GO:000110111","C16","response to acid chemical",0.498959998183721,"2/107"
"GO:190157514","C16","organic substance catabolic process",0.505146271657821,"9/107"
"GO:001015410","C16","fruit development",0.506683674441293,"1/107"
"GO:00512537","C16","negative regulation of RNA metabolic process",0.506683674441293,"1/107"
"GO:00725275","C16","pyrimidine-containing compound metabolic process",0.506683674441293,"1/107"
"GO:004851911","C16","negative regulation of biological process",0.509412992992307,"3/107"
"GO:00091167","C16","nucleoside metabolic process",0.517838544862844,"1/107"
"GO:00182983","C16","protein-chromophore linkage",0.517838544862844,"1/107"
"GO:004426410","C16","cellular polysaccharide metabolic process",0.520283963027117,"2/107"
"GO:00157116","C16","organic anion transport",0.528743485826631,"1/107"
"GO:00330136","C16","tetrapyrrole metabolic process",0.528743485826631,"1/107"
"GO:00459347","C16","negative regulation of nucleobase-containing compound metabolic process",0.528743485826631,"1/107"
"GO:004244611","C16","hormone biosynthetic process",0.53940404544958,"1/107"
"GO:19016577","C16","glycosyl compound metabolic process",0.53940404544958,"1/107"
"GO:004424814","C16","cellular catabolic process",0.543373887472123,"9/107"
"GO:00096534","C16","anatomical structure morphogenesis",0.549825649834629,"1/107"
"GO:00098885","C16","tissue development",0.549825649834629,"1/107"
"GO:00105587","C16","negative regulation of macromolecule biosynthetic process",0.549825649834629,"1/107"
"GO:00336924","C16","cellular polysaccharide biosynthetic process",0.549825649834629,"1/107"
"GO:20001137","C16","negative regulation of cellular macromolecule biosynthetic process",0.549825649834629,"1/107"
"GO:00092666","C16","response to temperature stimulus",0.569973103123992,"1/107"
"GO:00098907","C16","negative regulation of biosynthetic process",0.569973103123992,"1/107"
"GO:00313277","C16","negative regulation of cellular biosynthetic process",0.569973103123992,"1/107"
"GO:00712299","C16","cellular response to acid chemical",0.569973103123992,"1/107"
"GO:00511727","C16","negative regulation of nitrogen compound metabolic process",0.589226913821621,"1/107"
"GO:00301639","C16","protein catabolic process",0.589966490460869,"3/107"
"GO:00091659","C16","nucleotide biosynthetic process",0.60556033526883,"2/107"
"GO:00165674","C16","protein ubiquitination",0.607626362089934,"1/107"
"GO:00313247","C16","negative regulation of cellular metabolic process",0.607626362089934,"1/107"
"GO:19012939","C16","nucleoside phosphate biosynthetic process",0.611629380441557,"2/107"
"GO:00068696","C16","lipid transport",0.616517505515681,"1/107"
"GO:00344048","C16","nucleobase-containing small molecule biosynthetic process",0.616517505515681,"1/107"
"GO:003355412","C16","cellular response to stress",0.619759933293494,"3/107"
"GO:004545411","C16","cell redox homeostasis",0.623556106131686,"2/107"
"GO:00994026","C16","plant organ development",0.625209017252564,"1/107"
"GO:000697912","C16","response to oxidative stress",0.629413965319157,"2/107"
"GO:00440368","C16","cell wall macromolecule metabolic process",0.633705338259761,"1/107"
"GO:000681112","C16","ion transport",0.634105497677417,"3/107"
"GO:001699911","C16","antibiotic metabolic process",0.640919354533366,"2/107"
"GO:00108766","C16","lipid localization",0.642010811624077,"1/107"
"GO:000973312","C16","response to auxin",0.646567242529107,"2/107"
"GO:00068207","C16","anion transport",0.650129684696613,"1/107"
"GO:006500814","C16","regulation of biological quality",0.659067251829161,"5/107"
"GO:190156512","C16","organonitrogen compound catabolic process",0.660871994524285,"4/107"
"GO:00324464","C16","protein modification by small protein conjugation",0.665824153189906,"1/107"
"GO:00002715","C16","polysaccharide biosynthetic process",0.67340778322356,"1/107"
"GO:000672110","C16","terpenoid metabolic process",0.67340778322356,"1/107"
"GO:00093088","C16","amine metabolic process",0.67340778322356,"1/107"
"GO:004244512","C16","hormone metabolic process",0.67340778322356,"1/107"
"GO:00091566","C16","ribonucleoside monophosphate biosynthetic process",0.680820886149966,"1/107"
"GO:00196844","C16","photosynthesis, light reaction",0.680820886149966,"1/107"
"GO:190170012","C16","response to oxygen-containing compound",0.689268630324986,"2/107"
"GO:00346376","C16","cellular carbohydrate biosynthetic process",0.695150623388576,"1/107"
"GO:00091247","C16","nucleoside monophosphate biosynthetic process",0.702074606257908,"1/107"
"GO:003465510","C16","nucleobase-containing compound catabolic process",0.702074606257908,"1/107"
"GO:000971913","C16","response to endogenous stimulus",0.704272326032864,"3/107"
"GO:000972513","C16","response to hormone",0.704272326032864,"3/107"
"GO:000695015","C16","response to stress",0.706308001394739,"9/107"
"GO:004426211","C16","cellular carbohydrate metabolic process",0.708999765149769,"2/107"
"GO:19017019","C16","cellular response to oxygen-containing compound",0.715458567472275,"1/107"
"GO:00100358","C16","response to inorganic substance",0.721925418211542,"1/107"
"GO:00193188","C16","hexose metabolic process",0.721925418211542,"1/107"
"GO:00300016","C16","metal ion transport",0.721925418211542,"1/107"
"GO:004873115","C16","system development",0.723110926929054,"2/107"
"GO:004320710","C16","response to external biotic stimulus",0.728246637725322,"1/107"
"GO:005170710","C16","response to other organism",0.728246637725322,"1/107"
"GO:009854210","C16","defense response to other organism",0.728246637725322,"1/107"
"GO:001081713","C16","regulation of hormone levels",0.746368644524573,"1/107"
"GO:004885615","C16","anatomical structure development",0.749917139374302,"3/107"
"GO:00059969","C16","monosaccharide metabolic process",0.75213912188708,"1/107"
"GO:00066336","C16","fatty acid biosynthetic process",0.75213912188708,"1/107"
"GO:001003314","C16","response to organic substance",0.753457364200424,"3/107"
"GO:00091616","C16","ribonucleoside monophosphate metabolic process",0.757779511924954,"1/107"
"GO:004670010","C16","heterocycle catabolic process",0.763292720226173,"1/107"
"GO:00483677","C16","shoot system development",0.763292720226173,"1/107"
"GO:004222115","C16","response to chemical",0.773735863054029,"4/107"
"GO:00091237","C16","nucleoside monophosphate metabolic process",0.773948893910544,"1/107"
"GO:004427010","C16","cellular nitrogen compound catabolic process",0.773948893910544,"1/107"
"GO:00092606","C16","ribonucleotide biosynthetic process",0.77909735460692,"1/107"
"GO:00463906","C16","ribose phosphate biosynthetic process",0.77909735460692,"1/107"
"GO:003250115","C16","multicellular organismal process",0.780365508289849,"3/107"
"GO:000695213","C16","defense response",0.792899994235489,"3/107"
"GO:00706476","C16","protein modification by small protein conjugation or removal",0.798555006182254,"1/107"
"GO:000675310","C16","nucleoside phosphate metabolic process",0.799723842692483,"2/107"
"GO:000911710","C16","nucleotide metabolic process",0.799723842692483,"2/107"
"GO:00066317","C16","fatty acid metabolic process",0.803147934871472,"1/107"
"GO:000960711","C16","response to biotic stimulus",0.812024829332185,"1/107"
"GO:001943911","C16","aromatic compound catabolic process",0.812024829332185,"1/107"
"GO:000672010","C16","isoprenoid metabolic process",0.816313388662986,"1/107"
"GO:003250215","C16","developmental process",0.818961210114444,"3/107"
"GO:00160517","C16","carbohydrate biosynthetic process",0.824601835923871,"1/107"
"GO:190136111","C16","organic cyclic compound catabolic process",0.824601835923871,"1/107"
"GO:00106298","C16","negative regulation of gene expression",0.828606018461986,"1/107"
"GO:009040710","C16","organophosphate biosynthetic process",0.829056778527179,"2/107"
"GO:00106058","C16","negative regulation of macromolecule metabolic process",0.840083179630045,"1/107"
"GO:00098928","C16","negative regulation of metabolic process",0.850798492115525,"1/107"
"GO:000727515","C16","multicellular organism development",0.851854123060376,"2/107"
"GO:004860814","C16","reproductive structure development",0.854209723171858,"1/107"
"GO:006145814","C16","reproductive system development",0.854209723171858,"1/107"
"GO:00442658","C16","cellular macromolecule catabolic process",0.857108479379142,"2/107"
"GO:005171615","C16","cellular response to stimulus",0.858846859147142,"7/107"
"GO:000300614","C16","developmental process involved in reproduction",0.860802081544342,"1/107"
"GO:00065088","C16","proteolysis",0.862193944893685,"2/107"
"GO:000635515","C16","regulation of transcription, DNA-templated",0.865266950476766,"7/107"
"GO:190350615","C16","regulation of nucleic acid-templated transcription",0.865266950476766,"7/107"
"GO:200114115","C16","regulation of RNA biosynthetic process",0.865266950476766,"7/107"
"GO:00092596","C16","ribonucleotide metabolic process",0.873113619157057,"1/107"
"GO:005125215","C16","regulation of RNA metabolic process",0.875936691240147,"7/107"
"GO:003555610","C16","intracellular signal transduction",0.87601899958723,"1/107"
"GO:00068128","C16","cation transport",0.878858461711409,"1/107"
"GO:005118613","C16","cofactor metabolic process",0.88114834893997,"3/107"
"GO:005508612","C16","nucleobase-containing small molecule metabolic process",0.883106680063604,"2/107"
"GO:190113710","C16","carbohydrate derivative biosynthetic process",0.885241881219265,"2/107"
"GO:007233010","C16","monocarboxylic acid biosynthetic process",0.889586272232636,"1/107"
"GO:001921915","C16","regulation of nucleobase-containing compound metabolic process",0.895217271326493,"7/107"
"GO:00196936","C16","ribose phosphate metabolic process",0.899372164343392,"1/107"
"GO:001055615","C16","regulation of macromolecule biosynthetic process",0.90147276216708,"7/107"
"GO:200011215","C16","regulation of cellular macromolecule biosynthetic process",0.90147276216708,"7/107"
"GO:00065117","C16","ubiquitin-dependent protein catabolic process",0.903937796608044,"1/107"
"GO:000960511","C16","response to external stimulus",0.903937796608044,"1/107"
"GO:005508512","C16","transmembrane transport",0.904709255343151,"2/107"
"GO:000988915","C16","regulation of biosynthetic process",0.907413808209637,"7/107"
"GO:003132615","C16","regulation of cellular biosynthetic process",0.907413808209637,"7/107"
"GO:00199417","C16","modification-dependent protein catabolic process",0.916439078821305,"1/107"
"GO:00436327","C16","modification-dependent macromolecule catabolic process",0.918359813207153,"1/107"
"GO:190113515","C16","carbohydrate derivative metabolic process",0.925022299953048,"3/107"
"GO:005511413","C16","oxidation-reduction process",0.925615044332197,"1/107"
"GO:00159798","C16","photosynthesis",0.930633807202214,"1/107"
"GO:190160511","C16","alpha-amino acid metabolic process",0.933791764109842,"1/107"
"GO:000609111","C16","generation of precursor metabolites and energy",0.93680723508796,"1/107"
"GO:00516037","C16","proteolysis involved in cellular protein catabolic process",0.93826354046069,"1/107"
"GO:00442578","C16","cellular protein catabolic process",0.941077139441507,"1/107"
"GO:007170213","C16","organic substance transport",0.944716085396525,"4/107"
"GO:000861013","C16","lipid biosynthetic process",0.947304189878132,"2/107"
"GO:004428314","C16","small molecule biosynthetic process",0.949462516092918,"3/107"
"GO:007088715","C16","cellular response to chemical stimulus",0.95224555147456,"1/107"
"GO:003278713","C16","monocarboxylic acid metabolic process",0.953348925690112,"1/107"
"GO:00068863","C16","intracellular protein transport",0.955480464609368,"1/107"
"GO:000716515","C16","signal transduction",0.956077507279804,"3/107"
"GO:000962814","C16","response to abiotic stimulus",0.957515480042607,"1/107"
"GO:002305215","C16","signaling",0.957601275677992,"3/107"
"GO:00161927","C16","vesicle-mediated transport",0.959458303529244,"1/107"
"GO:001963712","C16","organophosphate metabolic process",0.959958127686832,"2/107"
"GO:004425514","C16","cellular lipid metabolic process",0.965834026834559,"2/107"
"GO:000662915","C16","lipid metabolic process",0.966077835189408,"4/107"
"GO:00346136","C16","cellular protein localization",0.967928127832629,"1/107"
"GO:00707276","C16","cellular macromolecule localization",0.968671883862518,"1/107"
"GO:00469073","C16","intracellular transport",0.974038279090655,"1/107"
"GO:000715415","C16","cell communication",0.976624259339577,"3/107"
"GO:00516493","C16","establishment of localization in cell",0.977980115572158,"1/107"
"GO:007170510","C16","nitrogen compound transport",0.978493847759013,"2/107"
"GO:00516416","C16","cellular localization",0.98658480840214,"1/107"
"GO:003303610","C16","macromolecule localization",0.988154897110376,"2/107"
"GO:000652011","C16","cellular amino acid metabolic process",0.988633273482467,"1/107"
"GO:001605312","C16","organic acid biosynthetic process",0.990371418149192,"1/107"
"GO:004639412","C16","carboxylic acid biosynthetic process",0.990371418149192,"1/107"
"GO:00150318","C16","protein transport",0.993096331619569,"1/107"
"GO:00451848","C16","establishment of protein localization",0.993871276954845,"1/107"
"GO:00081048","C16","protein localization",0.995055221169689,"1/107"
"GO:00158339","C16","peptide transport",0.995055221169689,"1/107"
"GO:00428869","C16","amide transport",0.995055221169689,"1/107"
"GO:001975215","C16","carboxylic acid metabolic process",0.998521569739579,"2/107"
"GO:004343615","C16","oxoacid metabolic process",0.998676104514211,"2/107"
"GO:000608215","C16","organic acid metabolic process",0.998814819476284,"2/107"
"GO:000975513","C17","hormone-mediated signaling pathway",0.00102118347138274,"5/38"
"GO:003287013","C17","cellular response to hormone stimulus",0.00102118347138274,"5/38"
"GO:007149513","C17","cellular response to endogenous stimulus",0.00102118347138274,"5/38"
"GO:007131014","C17","cellular response to organic substance",0.00127550391366825,"5/38"
"GO:000971914","C17","response to endogenous stimulus",0.00148016268124373,"6/38"
"GO:000972514","C17","response to hormone",0.00148016268124373,"6/38"
"GO:001003315","C17","response to organic substance",0.00220852638071529,"6/38"
"GO:000715416","C17","cell communication",0.00284384679781618,"8/38"
"GO:007088716","C17","cellular response to chemical stimulus",0.00364769081699461,"5/38"
"GO:000716516","C17","signal transduction",0.00587802451770283,"7/38"
"GO:002305216","C17","signaling",0.00610986569923621,"7/38"
"GO:000973313","C17","response to auxin",0.00702098574131105,"4/38"
"GO:004222116","C17","response to chemical",0.00931346793590335,"6/38"
"GO:00097349","C17","auxin-activated signaling pathway",0.0101916472154631,"3/38"
"GO:00713659","C17","cellular response to auxin stimulus",0.0101916472154631,"3/38"
"GO:000635516","C17","regulation of transcription, DNA-templated",0.0184319241839702,"8/38"
"GO:190350616","C17","regulation of nucleic acid-templated transcription",0.0184319241839702,"8/38"
"GO:200114116","C17","regulation of RNA biosynthetic process",0.0184319241839702,"8/38"
"GO:005125216","C17","regulation of RNA metabolic process",0.0201402699754252,"8/38"
"GO:001921916","C17","regulation of nucleobase-containing compound metabolic process",0.0238982695136109,"8/38"
"GO:001055616","C17","regulation of macromolecule biosynthetic process",0.0253552189903423,"8/38"
"GO:200011216","C17","regulation of cellular macromolecule biosynthetic process",0.0253552189903423,"8/38"
"GO:000988916","C17","regulation of biosynthetic process",0.0268747281978844,"8/38"
"GO:003132616","C17","regulation of cellular biosynthetic process",0.0268747281978844,"8/38"
"GO:004425515","C17","cellular lipid metabolic process",0.0316509565132604,"5/38"
"GO:001605410","C17","organic acid catabolic process",0.0329332456378994,"2/38"
"GO:004639510","C17","carboxylic acid catabolic process",0.0329332456378994,"2/38"
"GO:00440369","C17","cell wall macromolecule metabolic process",0.047528472997261,"2/38"
"GO:005171616","C17","cellular response to stimulus",0.0494591893528947,"7/38"
"GO:004426212","C17","cellular carbohydrate metabolic process",0.0551408409614776,"3/38"
"GO:000672111","C17","terpenoid metabolic process",0.0576418057763528,"2/38"
"GO:004428210","C17","small molecule catabolic process",0.0597479906842302,"2/38"
"GO:000662916","C17","lipid metabolic process",0.062395304761217,"6/38"
"GO:00346377","C17","cellular carbohydrate biosynthetic process",0.0640395293977274,"2/38"
"GO:007155412","C17","cell wall organization or biogenesis",0.0660000753216251,"4/38"
"GO:00461731","C17","polyol biosynthetic process",0.077047670211571,"1/38"
"GO:00060225","C17","aminoglycan metabolic process",0.0844266284551979,"1/38"
"GO:00060265","C17","aminoglycan catabolic process",0.0844266284551979,"1/38"
"GO:00060305","C17","chitin metabolic process",0.0844266284551979,"1/38"
"GO:00060325","C17","chitin catabolic process",0.0844266284551979,"1/38"
"GO:00096855","C17","gibberellin metabolic process",0.0844266284551979,"1/38"
"GO:00169985","C17","cell wall macromolecule catabolic process",0.0844266284551979,"1/38"
"GO:00463485","C17","amino sugar catabolic process",0.0844266284551979,"1/38"
"GO:19010715","C17","glucosamine-containing compound metabolic process",0.0844266284551979,"1/38"
"GO:19010725","C17","glucosamine-containing compound catabolic process",0.0844266284551979,"1/38"
"GO:00060405","C17","amino sugar metabolic process",0.0917481326889318,"1/38"
"GO:00083005","C17","isoprenoid catabolic process",0.0917481326889318,"1/38"
"GO:00161015","C17","diterpenoid metabolic process",0.0917481326889318,"1/38"
"GO:00714071","C17","cellular response to organic cyclic compound",0.0917481326889318,"1/38"
"GO:00098674","C17","jasmonic acid mediated signaling pathway",0.0990126182620364,"1/38"
"GO:00713954","C17","cellular response to jasmonic acid stimulus",0.0990126182620364,"1/38"
"GO:00226223","C17","root system development",0.10622051731594,"1/38"
"GO:00483643","C17","root development",0.10622051731594,"1/38"
"GO:000607311","C17","cellular glucan metabolic process",0.111917452378497,"2/38"
"GO:004404211","C17","glucan metabolic process",0.111917452378497,"2/38"
"GO:00097535","C17","response to jasmonic acid",0.1133722588072,"1/38"
"GO:00467772","C17","protein autophosphorylation",0.1133722588072,"1/38"
"GO:00483165","C17","seed development",0.1133722588072,"1/38"
"GO:000672011","C17","isoprenoid metabolic process",0.117119990112552,"2/38"
"GO:000597612","C17","polysaccharide metabolic process",0.117980037617445,"3/38"
"GO:00069702","C17","response to osmotic stress",0.12046826853031,"1/38"
"GO:00096512","C17","response to salt stress",0.12046826853031,"1/38"
"GO:00160518","C17","carbohydrate biosynthetic process",0.122384275827003,"2/38"
"GO:004426411","C17","cellular polysaccharide metabolic process",0.125038589365305,"2/38"
"GO:00197511","C17","polyol metabolic process",0.127508969140348,"1/38"
"GO:00442426","C17","cellular lipid catabolic process",0.127508969140348,"1/38"
"GO:00466774","C17","response to antibiotic",0.127508969140348,"1/38"
"GO:00070179","C17","microtubule-based process",0.133085605027336,"2/38"
"GO:00217007","C17","developmental maturation",0.134494780175465,"1/38"
"GO:00302445","C17","cellulose biosynthetic process",0.134494780175465,"1/38"
"GO:00716957","C17","anatomical structure maturation",0.134494780175465,"1/38"
"GO:00092471","C17","glycolipid biosynthetic process",0.141426118079223,"1/38"
"GO:00512745","C17","beta-glucan biosynthetic process",0.141426118079223,"1/38"
"GO:004522911","C17","external encapsulating structure organization",0.143151795377015,"3/38"
"GO:007155511","C17","cell wall organization",0.143151795377015,"3/38"
"GO:000597515","C17","carbohydrate metabolic process",0.143818098354687,"6/38"
"GO:00066641","C17","glycolipid metabolic process",0.148303396222771,"1/38"
"GO:00140704","C17","response to organic cyclic compound",0.148303396222771,"1/38"
"GO:19035091","C17","liposaccharide metabolic process",0.148303396222771,"1/38"
"GO:00080373","C17","cell recognition",0.155127024926868,"1/38"
"GO:00098753","C17","pollen-pistil interaction",0.155127024926868,"1/38"
"GO:00461652","C17","alcohol biosynthetic process",0.155127024926868,"1/38"
"GO:00485443","C17","recognition of pollen",0.155127024926868,"1/38"
"GO:00424934","C17","response to drug",0.16189741148376,"1/38"
"GO:00464671","C17","membrane lipid biosynthetic process",0.16189741148376,"1/38"
"GO:19016066","C17","alpha-amino acid catabolic process",0.168614960178891,"1/38"
"GO:20002416","C17","regulation of reproductive process",0.168614960178891,"1/38"
"GO:004545412","C17","cell redox homeostasis",0.169200360652346,"2/38"
"GO:003250116","C17","multicellular organismal process",0.173936436484835,"3/38"
"GO:00104117","C17","xyloglucan metabolic process",0.175280072312478,"1/38"
"GO:19011368","C17","carbohydrate derivative catabolic process",0.175280072312478,"1/38"
"GO:00070153","C17","actin filament organization",0.181893146220924,"1/38"
"GO:00713965","C17","cellular response to lipid",0.181893146220924,"1/38"
"GO:00066431","C17","membrane lipid metabolic process",0.188454577298088,"1/38"
"GO:00090636","C17","cellular amino acid catabolic process",0.188454577298088,"1/38"
"GO:00485806","C17","regulation of post-embryonic development",0.188454577298088,"1/38"
"GO:00097377","C17","response to abscisic acid",0.194964758016407,"1/38"
"GO:00098565","C17","pollination",0.194964758016407,"1/38"
"GO:00300293","C17","actin filament-based process",0.194964758016407,"1/38"
"GO:00300363","C17","actin cytoskeleton organization",0.194964758016407,"1/38"
"GO:00447065","C17","multi-multicellular organism process",0.194964758016407,"1/38"
"GO:00973057","C17","response to alcohol",0.194964758016407,"1/38"
"GO:003250216","C17","developmental process",0.200255767753721,"3/38"
"GO:00310471","C17","gene silencing by RNA",0.201424077947863,"1/38"
"GO:00092505","C17","glucan biosynthetic process",0.21419167936069,"1/38"
"GO:000861014","C17","lipid biosynthetic process",0.219036237948434,"3/38"
"GO:001015411","C17","fruit development",0.220500725670492,"1/38"
"GO:004873116","C17","system development",0.22448000575857,"2/38"
"GO:00069284","C17","movement of cell or subcellular component",0.226760440891227,"1/38"
"GO:00070184","C17","microtubule-based movement",0.226760440891227,"1/38"
"GO:00104107","C17","hemicellulose metabolic process",0.226760440891227,"1/38"
"GO:00060665","C17","alcohol metabolic process",0.232971200402141,"1/38"
"GO:00103837","C17","cell wall polysaccharide metabolic process",0.232971200402141,"1/38"
"GO:00302437","C17","cellulose metabolic process",0.232971200402141,"1/38"
"GO:00099665","C17","regulation of signal transduction",0.23913337680483,"1/38"
"GO:00106465","C17","regulation of cell communication",0.23913337680483,"1/38"
"GO:00230515","C17","regulation of signaling",0.23913337680483,"1/38"
"GO:00512737","C17","beta-glucan metabolic process",0.23913337680483,"1/38"
"GO:00974353","C17","supramolecular fiber organization",0.23913337680483,"1/38"
"GO:00336925","C17","cellular polysaccharide biosynthetic process",0.245247339943214,"1/38"
"GO:004851912","C17","negative regulation of biological process",0.248241670586725,"2/38"
"GO:00301545","C17","cell differentiation",0.251313456923366,"1/38"
"GO:20000268","C17","regulation of multicellular organismal development",0.251313456923366,"1/38"
"GO:001972513","C17","cellular homeostasis",0.257187082773811,"2/38"
"GO:00164583","C17","gene silencing",0.257332092133205,"1/38"
"GO:007122910","C17","cellular response to acid chemical",0.257332092133205,"1/38"
