"","TF","Description","pvalue","ratio"
"GO:00442552","Solyc08g006110.4","cellular lipid metabolic process",0.0515317203700391,"2/8"
"GO:00464343","Solyc08g006110.4","organophosphate catabolic process",0.0525383387098318,"1/8"
"GO:00330131","Solyc08g006110.4","tetrapyrrole metabolic process",0.0541404721468056,"1/8"
"GO:00105582","Solyc08g006110.4","negative regulation of macromolecule biosynthetic process",0.0573376289630282,"1/8"
"GO:20001132","Solyc08g006110.4","negative regulation of cellular macromolecule biosynthetic process",0.0573376289630282,"1/8"
"GO:00160542","Solyc08g006110.4","organic acid catabolic process",0.0589326583556454,"1/8"
"GO:0030154","Solyc08g006110.4","cell differentiation",0.0589326583556454,"1/8"
"GO:00463952","Solyc08g006110.4","carboxylic acid catabolic process",0.0589326583556454,"1/8"
"GO:00098902","Solyc08g006110.4","negative regulation of biosynthetic process",0.0605253257415469,"1/8"
"GO:00313272","Solyc08g006110.4","negative regulation of cellular biosynthetic process",0.0605253257415469,"1/8"
"GO:00511722","Solyc08g006110.4","negative regulation of nitrogen compound metabolic process",0.0637035864849824,"1/8"
"GO:0016567","Solyc08g006110.4","protein ubiquitination",0.0668724351451839,"1/8"
"GO:00313242","Solyc08g006110.4","negative regulation of cellular metabolic process",0.0668724351451839,"1/8"
"GO:00344043","Solyc08g006110.4","nucleobase-containing small molecule biosynthetic process",0.0684533374151622,"1/8"
"GO:00082022","Solyc08g006110.4","steroid metabolic process",0.0747535356584098,"1/8"
"GO:0032446","Solyc08g006110.4","protein modification by small protein conjugation",0.0778896299170876,"1/8"
"GO:0016042","Solyc08g006110.4","lipid catabolic process",0.0794541862183948,"1/8"
"GO:00424453","Solyc08g006110.4","hormone metabolic process",0.0794541862183948,"1/8"
"GO:00063251","Solyc08g006110.4","chromatin organization",0.0810164192498443,"1/8"
"GO:00442822","Solyc08g006110.4","small molecule catabolic process",0.0810164192498443,"1/8"
"GO:00346553","Solyc08g006110.4","nucleobase-containing compound catabolic process",0.0856892082863125,"1/8"
"GO:0048869","Solyc08g006110.4","cellular developmental process",0.0856892082863125,"1/8"
"GO:00108173","Solyc08g006110.4","regulation of hormone levels",0.0965116188637534,"1/8"
"GO:00322682","Solyc08g006110.4","regulation of cellular protein metabolic process",0.0965116188637534,"1/8"
"GO:00467003","Solyc08g006110.4","heterocycle catabolic process",0.101115372577095,"1/8"
"GO:00512462","Solyc08g006110.4","regulation of protein metabolic process",0.102645388964198,"1/8"
"GO:00091413","Solyc08g006110.4","nucleoside triphosphate metabolic process",0.104173126118547,"1/8"
"GO:00442703","Solyc08g006110.4","cellular nitrogen compound catabolic process",0.104173126118547,"1/8"
"GO:0070647","Solyc08g006110.4","protein modification by small protein conjugation or removal",0.111777725172002,"1/8"
"GO:00094162","Solyc08g006110.4","response to light stimulus",0.114803711807177,"1/8"
"GO:00485233","Solyc08g006110.4","negative regulation of cellular process",0.114803711807177,"1/8"
"GO:00194393","Solyc08g006110.4","aromatic compound catabolic process",0.11631331963185,"1/8"
"GO:00093142","Solyc08g006110.4","response to radiation",0.117820674310516,"1/8"
"GO:19013613","Solyc08g006110.4","organic cyclic compound catabolic process",0.120828635759171,"1/8"
"GO:19016153","Solyc08g006110.4","organic hydroxy compound metabolic process",0.120828635759171,"1/8"
"GO:00106292","Solyc08g006110.4","negative regulation of gene expression",0.122329248286144,"1/8"
"GO:00106052","Solyc08g006110.4","negative regulation of macromolecule metabolic process",0.126817647555107,"1/8"
"GO:00098922","Solyc08g006110.4","negative regulation of metabolic process",0.131285949546876,"1/8"
"GO:00512761","Solyc08g006110.4","chromosome organization",0.131285949546876,"1/8"
"GO:0006281","Solyc08g006110.4","DNA repair",0.143103754348674,"1/8"
"GO:0006974","Solyc08g006110.4","cellular response to DNA damage stimulus",0.1460361316421,"1/8"
"GO:00065111","Solyc08g006110.4","ubiquitin-dependent protein catabolic process",0.159123449540844,"1/8"
"GO:00096053","Solyc08g006110.4","response to external stimulus",0.159123449540844,"1/8"
"GO:00199411","Solyc08g006110.4","modification-dependent protein catabolic process",0.167750516729865,"1/8"
"GO:00436321","Solyc08g006110.4","modification-dependent macromolecule catabolic process",0.169180805852563,"1/8"
"GO:00551143","Solyc08g006110.4","oxidation-reduction process",0.174880477340382,"1/8"
"GO:00485193","Solyc08g006110.4","negative regulation of biological process",0.18477261101026,"1/8"
"GO:00516031","Solyc08g006110.4","proteolysis involved in cellular protein catabolic process",0.186177267291095,"1/8"
"GO:00442571","Solyc08g006110.4","cellular protein catabolic process",0.188980228049647,"1/8"
"GO:00067533","Solyc08g006110.4","nucleoside phosphate metabolic process",0.200107781040318,"1/8"
"GO:00091173","Solyc08g006110.4","nucleotide metabolic process",0.200107781040318,"1/8"
"GO:00301631","Solyc08g006110.4","protein catabolic process",0.205621288236562,"1/8"
"GO:00096282","Solyc08g006110.4","response to abiotic stimulus",0.208365550363272,"1/8"
"GO:00442651","Solyc08g006110.4","cellular macromolecule catabolic process",0.226001928453627,"1/8"
"GO:00065081","Solyc08g006110.4","proteolysis",0.228684471500716,"1/8"
"GO:00550865","Solyc08g006110.4","nucleobase-containing small molecule metabolic process",0.240655505292665,"1/8"
"GO:00325022","Solyc08g006110.4","developmental process",0.283170131910577,"1/8"
"GO:00196373","Solyc08g006110.4","organophosphate metabolic process",0.311555714774322,"1/8"
"GO:00511864","Solyc08g006110.4","cofactor metabolic process",0.316390595334305,"1/8"
"GO:00090571","Solyc08g006110.4","macromolecule catabolic process",0.343618882473565,"1/8"
"GO:00650084","Solyc08g006110.4","regulation of biological quality",0.347099464540724,"1/8"
"GO:19011355","Solyc08g006110.4","carbohydrate derivative metabolic process",0.34941087077992,"1/8"
"GO:00069961","Solyc08g006110.4","organelle organization",0.36764583995027,"1/8"
"GO:00442833","Solyc08g006110.4","small molecule biosynthetic process",0.375481952643797,"1/8"
"GO:00064644","Solyc08g006110.4","cellular protein modification process",0.393074789070889,"1/8"
"GO:00362114","Solyc08g006110.4","protein modification process",0.393074789070889,"1/8"
"GO:00067964","Solyc08g006110.4","phosphate-containing compound metabolic process",0.397404636459224,"1/8"
"GO:00067934","Solyc08g006110.4","phosphorus metabolic process",0.401707431450339,"1/8"
"GO:00064122","Solyc08g006110.4","translation",0.421780710197451,"1/8"
"GO:00071544","Solyc08g006110.4","cell communication",0.421780710197451,"1/8"
"GO:00430432","Solyc08g006110.4","peptide biosynthetic process",0.422820672948895,"1/8"
"GO:00434124","Solyc08g006110.4","macromolecule modification",0.436192023369691,"1/8"
"GO:00065182","Solyc08g006110.4","peptide metabolic process",0.443279081343342,"1/8"
"GO:00436042","Solyc08g006110.4","amide biosynthetic process",0.449291535876371,"1/8"
"GO:00197524","Solyc08g006110.4","carboxylic acid metabolic process",0.480408303699268,"1/8"
"GO:00434364","Solyc08g006110.4","oxoacid metabolic process",0.48512861534027,"1/8"
"GO:00436034","Solyc08g006110.4","cellular amide metabolic process",0.48887780566401,"1/8"
"GO:00060824","Solyc08g006110.4","organic acid metabolic process",0.489811362183345,"1/8"
"GO:00105565","Solyc08g006110.4","regulation of macromolecule biosynthetic process",0.554888640013031,"1/8"
"GO:20001125","Solyc08g006110.4","regulation of cellular macromolecule biosynthetic process",0.554888640013031,"1/8"
"GO:00098895","Solyc08g006110.4","regulation of biosynthetic process",0.55901096776893,"1/8"
"GO:00313265","Solyc08g006110.4","regulation of cellular biosynthetic process",0.55901096776893,"1/8"
"GO:0042743","Solyc12g008830.3","hydrogen peroxide metabolic process",0.0478410859750448,"1/4"
"GO:0042744","Solyc12g008830.3","hydrogen peroxide catabolic process",0.0478410859750448,"1/4"
"GO:0017001","Solyc12g008830.3","antibiotic catabolic process",0.0502679979985903,"1/4"
"GO:0051187","Solyc12g008830.3","cofactor catabolic process",0.0543025379893906,"1/4"
"GO:0072593","Solyc12g008830.3","reactive oxygen species metabolic process",0.0543025379893906,"1/4"
"GO:00454541","Solyc12g008830.3","cell redox homeostasis",0.0758673890346978,"1/4"
"GO:00069792","Solyc12g008830.3","response to oxidative stress",0.0766589373096143,"1/4"
"GO:00169991","Solyc12g008830.3","antibiotic metabolic process",0.0782405082828663,"1/4"
"GO:00197252","Solyc12g008830.3","cellular homeostasis",0.0993934805095912,"1/4"
"GO:0042737","Solyc12g008830.3","drug catabolic process",0.105590513801278,"1/4"
"GO:00425923","Solyc12g008830.3","homeostatic process",0.120180275591939,"1/4"
"GO:00511865","Solyc12g008830.3","cofactor metabolic process",0.173125572941011,"1/4"
"GO:00650085","Solyc12g008830.3","regulation of biological quality",0.191903046692713,"1/4"
"GO:00171444","Solyc12g008830.3","drug metabolic process",0.223644551361372,"1/4"
"GO:00442484","Solyc12g008830.3","cellular catabolic process",0.294714821291986,"1/4"
"GO:00059753","Solyc12g008830.3","carbohydrate metabolic process",0.327738257943931,"1/4"
"GO:00069506","Solyc12g008830.3","response to stress",0.330851296417563,"1/4"
"GO:00090564","Solyc12g008830.3","catabolic process",0.335809654125176,"1/4"
"GO:00066293","Solyc02g063430.4","lipid metabolic process",1.00547852070026e-06,"9/17"
"GO:00086102","Solyc02g063430.4","lipid biosynthetic process",3.115247180524e-06,"7/17"
"GO:00066942","Solyc02g063430.4","steroid biosynthetic process",4.26739844932666e-06,"4/17"
"GO:00082023","Solyc02g063430.4","steroid metabolic process",1.65394284711717e-05,"4/17"
"GO:00161262","Solyc02g063430.4","sterol biosynthetic process",1.67414627647559e-05,"3/17"
"GO:19016172","Solyc02g063430.4","organic hydroxy compound biosynthetic process",1.96350296101884e-05,"4/17"
"GO:19016154","Solyc02g063430.4","organic hydroxy compound metabolic process",0.000121737061355835,"4/17"
"GO:00161253","Solyc02g063430.4","sterol metabolic process",0.000144516306099137,"3/17"
"GO:00161292","Solyc02g063430.4","phytosteroid biosynthetic process",0.0005306509615062,"2/17"
"GO:00161282","Solyc02g063430.4","phytosteroid metabolic process",0.000775025037560532,"2/17"
"GO:00082992","Solyc02g063430.4","isoprenoid biosynthetic process",0.00125429442146811,"3/17"
"GO:00067203","Solyc02g063430.4","isoprenoid metabolic process",0.00209359707316206,"3/17"
"GO:00442553","Solyc02g063430.4","cellular lipid metabolic process",0.00709403270974401,"4/17"
"GO:00070172","Solyc02g063430.4","microtubule-based process",0.0321861067862809,"2/17"
"GO:00550882","Solyc02g063430.4","lipid homeostasis",0.0351566524566241,"1/17"
"GO:00302442","Solyc02g063430.4","cellulose biosynthetic process",0.0624409098654919,"1/17"
"GO:19016052","Solyc02g063430.4","alpha-amino acid metabolic process",0.0649704999237,"2/17"
"GO:00512742","Solyc02g063430.4","beta-glucan biosynthetic process",0.0657999203043297,"1/17"
"GO:00461652","Solyc02g063430.4","alcohol biosynthetic process",0.0724839903952942,"1/17"
"GO:0033865","Solyc02g063430.4","nucleoside bisphosphate metabolic process",0.0758091215980103,"1/17"
"GO:0033875","Solyc02g063430.4","ribonucleoside bisphosphate metabolic process",0.0758091215980103,"1/17"
"GO:0034032","Solyc02g063430.4","purine nucleoside bisphosphate metabolic process",0.0758091215980103,"1/17"
"GO:19016062","Solyc02g063430.4","alpha-amino acid catabolic process",0.0791230310966042,"1/17"
"GO:0009073","Solyc02g063430.4","aromatic amino acid family biosynthetic process",0.0824257544027979,"1/17"
"GO:00090632","Solyc02g063430.4","cellular amino acid catabolic process",0.088997783960614,"1/17"
"GO:00092502","Solyc02g063430.4","glucan biosynthetic process",0.102009159673643,"1/17"
"GO:00060662","Solyc02g063430.4","alcohol metabolic process",0.11165269323195,"1/17"
"GO:00302432","Solyc02g063430.4","cellulose metabolic process",0.11165269323195,"1/17"
"GO:00424462","Solyc02g063430.4","hormone biosynthetic process",0.114845484820757,"1/17"
"GO:00512732","Solyc02g063430.4","beta-glucan metabolic process",0.114845484820757,"1/17"
"GO:00336922","Solyc02g063430.4","cellular polysaccharide biosynthetic process",0.118027473985072,"1/17"
"GO:0009072","Solyc02g063430.4","aromatic amino acid family metabolic process",0.121198694996548,"1/17"
"GO:00160543","Solyc02g063430.4","organic acid catabolic process",0.121198694996548,"1/17"
"GO:00463953","Solyc02g063430.4","carboxylic acid catabolic process",0.121198694996548,"1/17"
"GO:00086542","Solyc02g063430.4","phospholipid biosynthetic process",0.133776579400336,"1/17"
"GO:00090642","Solyc02g063430.4","glutamine family amino acid metabolic process",0.140001796314008,"1/17"
"GO:00161142","Solyc02g063430.4","terpenoid biosynthetic process",0.140001796314008,"1/17"
"GO:00065202","Solyc02g063430.4","cellular amino acid metabolic process",0.149397704682171,"2/17"
"GO:00002712","Solyc02g063430.4","polysaccharide biosynthetic process",0.161460076317658,"1/17"
"GO:00067213","Solyc02g063430.4","terpenoid metabolic process",0.161460076317658,"1/17"
"GO:00424454","Solyc02g063430.4","hormone metabolic process",0.161460076317658,"1/17"
"GO:00442823","Solyc02g063430.4","small molecule catabolic process",0.164484085376334,"1/17"
"GO:00346372","Solyc02g063430.4","cellular carbohydrate biosynthetic process",0.170501337864451,"1/17"
"GO:00488783","Solyc02g063430.4","chemical homeostasis",0.173494646558212,"1/17"
"GO:00196374","Solyc02g063430.4","organophosphate metabolic process",0.179916848604585,"2/17"
"GO:00108174","Solyc02g063430.4","regulation of hormone levels",0.194164900673379,"1/17"
"GO:00066442","Solyc02g063430.4","phospholipid metabolic process",0.199980715610736,"1/17"
"GO:00467004","Solyc02g063430.4","heterocycle catabolic process",0.20287378683699,"1/17"
"GO:00060732","Solyc02g063430.4","cellular glucan metabolic process",0.22847198703969,"1/17"
"GO:00440422","Solyc02g063430.4","glucan metabolic process",0.22847198703969,"1/17"
"GO:19016072","Solyc02g063430.4","alpha-amino acid biosynthetic process",0.234054423003449,"1/17"
"GO:00160512","Solyc02g063430.4","carbohydrate biosynthetic process",0.239598826733354,"1/17"
"GO:00458931","Solyc02g063430.4","positive regulation of transcription, DNA-templated",0.239598826733354,"1/17"
"GO:00512541","Solyc02g063430.4","positive regulation of RNA metabolic process",0.239598826733354,"1/17"
"GO:19013614","Solyc02g063430.4","organic cyclic compound catabolic process",0.239598826733354,"1/17"
"GO:19026801","Solyc02g063430.4","positive regulation of RNA biosynthetic process",0.239598826733354,"1/17"
"GO:19035081","Solyc02g063430.4","positive regulation of nucleic acid-templated transcription",0.239598826733354,"1/17"
"GO:00442642","Solyc02g063430.4","cellular polysaccharide metabolic process",0.242356842510084,"1/17"
"GO:00459351","Solyc02g063430.4","positive regulation of nucleobase-containing compound metabolic process",0.245105441246177,"1/17"
"GO:00442834","Solyc02g063430.4","small molecule biosynthetic process",0.253018519835513,"2/17"
"GO:00091503","Solyc02g063430.4","purine ribonucleotide metabolic process",0.261400957949315,"1/17"
"GO:00061633","Solyc02g063430.4","purine nucleotide metabolic process",0.264084476588952,"1/17"
"GO:00098911","Solyc02g063430.4","positive regulation of biosynthetic process",0.269424008269661,"1/17"
"GO:00105571","Solyc02g063430.4","positive regulation of macromolecule biosynthetic process",0.269424008269661,"1/17"
"GO:00313281","Solyc02g063430.4","positive regulation of cellular biosynthetic process",0.269424008269661,"1/17"
"GO:00106281","Solyc02g063430.4","positive regulation of gene expression",0.274727061622807,"1/17"
"GO:00092593","Solyc02g063430.4","ribonucleotide metabolic process",0.277364982023409,"1/17"
"GO:00067965","Solyc02g063430.4","phosphate-containing compound metabolic process",0.28012884206271,"2/17"
"GO:00067935","Solyc02g063430.4","phosphorus metabolic process",0.285559958428413,"2/17"
"GO:00086522","Solyc02g063430.4","cellular amino acid biosynthetic process",0.287826632768202,"1/17"
"GO:00725215","Solyc02g063430.4","purine-containing compound metabolic process",0.293003843479051,"1/17"
"GO:00196933","Solyc02g063430.4","ribose phosphate metabolic process",0.303252179957096,"1/17"
"GO:00067323","Solyc02g063430.4","coenzyme metabolic process",0.308323759366488,"1/17"
"GO:00511731","Solyc02g063430.4","positive regulation of nitrogen compound metabolic process",0.323330835649824,"1/17"
"GO:00442622","Solyc02g063430.4","cellular carbohydrate metabolic process",0.325802022716194,"1/17"
"GO:00106041","Solyc02g063430.4","positive regulation of macromolecule metabolic process",0.33071893713336,"1/17"
"GO:00313251","Solyc02g063430.4","positive regulation of cellular metabolic process",0.33071893713336,"1/17"
"GO:00551144","Solyc02g063430.4","oxidation-reduction process",0.335602087436666,"1/17"
"GO:00098931","Solyc02g063430.4","positive regulation of metabolic process",0.338031069052488,"1/17"
"GO:00485221","Solyc02g063430.4","positive regulation of cellular process",0.342863980510243,"1/17"
"GO:00067534","Solyc02g063430.4","nucleoside phosphate metabolic process",0.37806650745704,"1/17"
"GO:00091174","Solyc02g063430.4","nucleotide metabolic process",0.37806650745704,"1/17"
"GO:00197525","Solyc02g063430.4","carboxylic acid metabolic process",0.390397888911325,"2/17"
"GO:00485182","Solyc02g063430.4","positive regulation of biological process",0.393879785881726,"1/17"
"GO:00434365","Solyc02g063430.4","oxoacid metabolic process",0.396971282854088,"2/17"
"GO:00904073","Solyc02g063430.4","organophosphate biosynthetic process",0.398327879535733,"1/17"
"GO:00060825","Solyc02g063430.4","organic acid metabolic process",0.403518916809086,"2/17"
"GO:00425924","Solyc02g063430.4","homeostatic process",0.420111273258915,"1/17"
"GO:00059762","Solyc02g063430.4","polysaccharide metabolic process",0.422248300866675,"1/17"
"GO:00550866","Solyc02g063430.4","nucleobase-containing small molecule metabolic process",0.443214773345877,"1/17"
"GO:00452292","Solyc02g063430.4","external encapsulating structure organization",0.451399112685441,"1/17"
"GO:00715552","Solyc02g063430.4","cell wall organization",0.451399112685441,"1/17"
"GO:00059754","Solyc02g063430.4","carbohydrate metabolic process",0.487047164581384,"2/17"
"GO:00715542","Solyc02g063430.4","cell wall organization or biogenesis",0.50559759376166,"1/17"
"GO:19015653","Solyc02g063430.4","organonitrogen compound catabolic process",0.516536211983015,"1/17"
"GO:00160533","Solyc02g063430.4","organic acid biosynthetic process",0.518337019256522,"1/17"
"GO:00463943","Solyc02g063430.4","carboxylic acid biosynthetic process",0.518337019256522,"1/17"
"GO:00511866","Solyc02g063430.4","cofactor metabolic process",0.554726842256516,"1/17"
"GO:00650086","Solyc02g063430.4","regulation of biological quality",0.596199248785798,"1/17"
"GO:19011356","Solyc02g063430.4","carbohydrate derivative metabolic process",0.599233991725853,"1/17"
"GO:00171445","Solyc02g063430.4","drug metabolic process",0.659515234248792,"1/17"
"GO:19015754","Solyc02g063430.4","organic substance catabolic process",0.76289802288027,"1/17"
"GO:00442485","Solyc02g063430.4","cellular catabolic process",0.773728993502706,"1/17"
"GO:00063553","Solyc02g063430.4","regulation of transcription, DNA-templated",0.801943399625942,"1/17"
"GO:19035063","Solyc02g063430.4","regulation of nucleic acid-templated transcription",0.801943399625942,"1/17"
"GO:20011413","Solyc02g063430.4","regulation of RNA biosynthetic process",0.801943399625942,"1/17"
"GO:00512523","Solyc02g063430.4","regulation of RNA metabolic process",0.807325290496901,"1/17"
"GO:00192193","Solyc02g063430.4","regulation of nucleobase-containing compound metabolic process",0.817678799187058,"1/17"
"GO:00105566","Solyc02g063430.4","regulation of macromolecule biosynthetic process",0.821247851220479,"1/17"
"GO:20001126","Solyc02g063430.4","regulation of cellular macromolecule biosynthetic process",0.821247851220479,"1/17"
"GO:00090565","Solyc02g063430.4","catabolic process",0.824751070676171,"1/17"
"GO:00098896","Solyc02g063430.4","regulation of biosynthetic process",0.824751070676171,"1/17"
"GO:00313266","Solyc02g063430.4","regulation of cellular biosynthetic process",0.824751070676171,"1/17"
